Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 3, smart agent 1, -2.12, -2.12, 1.08
door 2, smart agent 1, -3.14, -3.14, 1.54
module node 3, smart agent 1, -2.12, -2.12, 2.46
module node 4, smart agent 1, -2.12, 2.12, 3.88
door 3, smart agent 1, -3.14, 3.14, 4.34
door 3, smart agent 1, -3.14, 3.14, 4.48
door 3, smart agent 1, -3.14, 3.14, 5.14
module node 4, smart agent 1, -2.12, 2.12, 5.72
module node 5, smart agent 1, 2.12, 2.12, 7.30
door 4, smart agent 1, 3.14, 3.14, 7.76
door 4, smart agent 1, 3.14, 3.14, 9.32
module node 5, smart agent 1, 2.12, 2.12, 10.28
module node 2, smart agent 1, 2.12, -2.12, 11.76
door 1, smart agent 1, 3.14, -3.14, 12.22
door 1, smart agent 1, 3.14, -3.14, 12.30
door 1, smart agent 1, 3.14, -3.14, 13.78
door 1, smart agent 1, 3.14, -3.14, 14.24
door 1, smart agent 1, 3.14, -3.14, 14.32
module node 2, smart agent 1, 2.12, -2.12, 14.76
module node 3, smart agent 1, -2.12, -2.12, 16.36
door 2, smart agent 1, -3.14, -3.14, 16.84
door 2, smart agent 1, -3.14, -3.14, 18.38
module node 3, smart agent 1, -2.12, -2.12, 18.94
module node 5, smart agent 1, 2.12, 2.12, 20.64
door 4, smart agent 1, 3.14, 3.14, 21.12
door 4, smart agent 1, 3.14, 3.14, 22.66
module node 5, smart agent 1, 2.12, 2.12, 23.28
module node 4, smart agent 1, -2.12, 2.12, 24.80
door 3, smart agent 1, -3.14, 3.14, 25.26
door 3, smart agent 1, -3.14, 3.14, 25.30
door 3, smart agent 1, -3.14, 3.14, 26.82
