Agent Name, Door Name, Position-X, Position-Z, Time (Seconds)
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 17.38 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 17.42 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 17.44 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 17.48 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 17.6 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 17.62 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 17.7 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 17.78 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 17.8 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 17.9 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 17.98 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 17.98 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 18.04 seconds
SmartAgent3D(Clone), door 52, -52.93-X, 12.52-Z, 18.06 seconds
SmartAgent3D(Clone), door 24, -7.91-X, -8.6-Z, 18.1 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 18.14 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 18.24 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 18.26 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 18.26 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 18.34 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 18.4 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 18.4 seconds
SmartAgent3D(Clone), door 2, -1.93-X, 15.52-Z, 18.52 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 18.58 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 18.58 seconds
SmartAgent3D(Clone), door 24, -7.91-X, -8.6-Z, 18.6 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 18.62 seconds
SmartAgent3D(Clone), door 33, 8.49-X, 4.96-Z, 18.66 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 18.66 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 18.76 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 18.8 seconds
SmartAgent3D(Clone), door 16, -52.93-X, 12.4-Z, 18.84 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 18.86 seconds
SmartAgent3D(Clone), door 32, -7.91-X, -8.48-Z, 18.96 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 18.98 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 19.06 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 19.12 seconds
SmartAgent3D(Clone), door 21, -25.91-X, -17.48-Z, 19.22 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 19.22 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 19.32 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 19.32 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 19.4 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 19.48 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 19.52 seconds
SmartAgent3D(Clone), door 50, -1.93-X, 12.52-Z, 19.6 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 19.62 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 19.7 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 19.78 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 19.8 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 19.84 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 19.96 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 20 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 20.04 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 20.06 seconds
SmartAgent3D(Clone), door 18, -25.91-X, -17.6-Z, 20.12 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 20.28 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 20.42 seconds
SmartAgent3D(Clone), door 19, -33.35-X, -28.04-Z, 20.48 seconds
SmartAgent3D(Clone), door 18, -25.91-X, -17.6-Z, 20.5 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 20.5 seconds
SmartAgent3D(Clone), door 21, -25.91-X, -17.48-Z, 20.5 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 20.62 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 20.8 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 21.08 seconds
SmartAgent3D(Clone), door 18, -25.91-X, -17.6-Z, 21.1 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 21.16 seconds
SmartAgent3D(Clone), door 30, -15.35-X, -7.04-Z, 21.18 seconds
SmartAgent3D(Clone), door 18, -25.91-X, -17.6-Z, 21.2 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 21.24 seconds
SmartAgent3D(Clone), door 17, -33.47-X, -28.04-Z, 21.34 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 21.36 seconds
SmartAgent3D(Clone), door 3, 14.61-X, 4.96-Z, 21.4 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 21.68 seconds
SmartAgent3D(Clone), door 21, -25.91-X, -17.48-Z, 21.84 seconds
SmartAgent3D(Clone), door 23, -15.47-X, -7.04-Z, 21.94 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 21.96 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 21.98 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 21.98 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 22.2 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 22.38 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 22.4 seconds
SmartAgent3D(Clone), door 23, -15.47-X, -7.04-Z, 22.4 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 22.42 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 22.6 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 22.72 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 22.74 seconds
SmartAgent3D(Clone), door 23, -15.47-X, -7.04-Z, 22.86 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 22.88 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 23.06 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 23.06 seconds
SmartAgent3D(Clone), door 3, 14.61-X, 4.96-Z, 23.18 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 23.24 seconds
SmartAgent3D(Clone), door 17, -33.47-X, -28.04-Z, 23.26 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 23.38 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 23.4 seconds
SmartAgent3D(Clone), door 33, 8.49-X, 4.96-Z, 23.44 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 23.7 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 23.92 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 24.08 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 24.08 seconds
SmartAgent3D(Clone), door 19, -33.35-X, -28.04-Z, 24.08 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 24.16 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 24.16 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 24.62 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 24.7 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 24.74 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 24.74 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 24.8 seconds
SmartAgent3D(Clone), door 19, -33.35-X, -28.04-Z, 24.82 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 25.04 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 25.08 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 25.1 seconds
SmartAgent3D(Clone), door 19, -33.35-X, -28.04-Z, 25.26 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 25.34 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 25.36 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 25.46 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 25.48 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 25.66 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 25.68 seconds
SmartAgent3D(Clone), door 17, -33.47-X, -28.04-Z, 25.68 seconds
SmartAgent3D(Clone), door 22, -15.47-X, -10.04-Z, 25.82 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 25.84 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 25.86 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 25.88 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 25.9 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 26 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 26.06 seconds
SmartAgent3D(Clone), door 17, -33.47-X, -28.04-Z, 26.16 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 26.26 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 26.32 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 26.44 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 26.46 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 26.54 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 26.58 seconds
SmartAgent3D(Clone), door 25, -15.35-X, -10.04-Z, 26.64 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 26.76 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 26.82 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 26.98 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 27.08 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 27.18 seconds
SmartAgent3D(Clone), door 17, -33.47-X, -28.04-Z, 27.2 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 27.4 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 27.48 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 27.54 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 27.56 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 27.6 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 27.92 seconds
SmartAgent3D(Clone), door 18, -25.91-X, -17.6-Z, 27.96 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 27.98 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 28 seconds
SmartAgent3D(Clone), door 19, -33.35-X, -28.04-Z, 28.02 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 28.06 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 28.22 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 28.38 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 28.58 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 28.68 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 28.74 seconds
SmartAgent3D(Clone), door 21, -25.91-X, -17.48-Z, 28.78 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 28.78 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 28.82 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 29.46 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 29.48 seconds
SmartAgent3D(Clone), door 24, -7.91-X, -8.6-Z, 29.58 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 29.58 seconds
SmartAgent3D(Clone), door 29, 7.05-X, -8.48-Z, 29.78 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 29.8 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 29.84 seconds
SmartAgent3D(Clone), door 3, 14.61-X, 4.96-Z, 29.94 seconds
SmartAgent3D(Clone), door 24, -7.91-X, -8.6-Z, 30.06 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 30.06 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 30.08 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 30.3 seconds
SmartAgent3D(Clone), door 29, 7.05-X, -8.48-Z, 30.36 seconds
SmartAgent3D(Clone), door 32, -7.91-X, -8.48-Z, 30.4 seconds
