Agent Name, Node Name, Position-X, Position-Z, Time (Seconds)
SmartAgent3D (0), module node 8, 0.29, -24.87, 0
SmartAgent3D (3), module node 21, 3.29, -9.87, 0
SmartAgent3D (2), module node 27, 9.29, -15.87, 0
SmartAgent3D (1), module node 9, 12.29, -24.87, 0
