Object Name, Agent Name, Agent Weight, Position-X, Position-Z, Time (Seconds)
door 81, smart agent 42, 1, 57.02, -27.19, 37.14
door 81, smart agent 42, 1, 57.02, -27.19, 37.16
door 35, smart agent 50, 1, 71.53, -23.58, 37.30
exit 4, smart agent 1, 1, 28.47, -1.76, 37.80
exit 4, smart agent 47, 1, 28.47, -1.76, 38.42
door 59, smart agent 46, 1, 71.51, -34.38, 38.84
door 45, smart agent 46, 1, 71.48, -34.38, 38.90
door 8, smart agent 22, 1, -21.03, 37.50, 39.16
door 3, smart agent 22, 1, -21.19, 37.50, 39.32
door 36, smart agent 44, 1, 57.02, -27.07, 39.88
door 8, smart agent 21, 1, -21.03, 37.50, 39.98
door 81, smart agent 44, 1, 57.02, -27.19, 40.04
door 37, smart agent 42, 1, 54.15, -27.07, 40.10
door 81, smart agent 44, 1, 57.02, -27.19, 40.10
door 3, smart agent 21, 1, -21.19, 37.50, 40.14
door 83, smart agent 42, 1, 54.15, -27.19, 40.26
door 44, smart agent 46, 1, 72.77, -35.82, 40.30
door 83, smart agent 42, 1, 54.15, -27.19, 40.32
door 78, smart agent 46, 1, 72.77, -35.94, 40.46
door 78, smart agent 46, 1, 72.77, -35.94, 40.52
exit 1, smart agent 38, 1, -60.26, 6.79, 40.58
door 12, smart agent 23, 1, 4.83, 49.50, 40.82
exit 4, smart agent 51, 1, 28.47, -1.76, 40.90
door 14, smart agent 23, 1, 4.95, 49.50, 41.00
exit 5, smart agent 33, 1, 16.45, 34.41, 41.20
door 48, smart agent 49, 1, 71.53, -23.57, 41.26
door 35, smart agent 49, 1, 71.53, -23.58, 41.26
door 59, smart agent 48, 1, 71.51, -34.38, 41.54
door 45, smart agent 48, 1, 71.48, -34.38, 41.60
exit 1, smart agent 39, 1, -60.26, 6.79, 42.78
door 37, smart agent 44, 1, 54.15, -27.07, 42.98
door 44, smart agent 48, 1, 72.77, -35.82, 42.98
door 83, smart agent 44, 1, 54.15, -27.19, 43.14
door 78, smart agent 48, 1, 72.77, -35.94, 43.14
door 83, smart agent 44, 1, 54.15, -27.19, 43.20
door 78, smart agent 48, 1, 72.77, -35.94, 43.20
door 36, smart agent 43, 1, 57.02, -27.07, 43.30
door 81, smart agent 43, 1, 57.02, -27.19, 43.48
door 81, smart agent 43, 1, 57.02, -27.19, 43.52
module node 26, smart agent 28, 1, 48.90, 2.00, 43.82
exit 5, smart agent 30, 1, 16.45, 34.41, 44.68
exit 4, smart agent 26, 1, 28.47, -1.76, 45.48
door 47, smart agent 46, 1, 77.91, -35.82, 45.54
door 93, smart agent 46, 1, 77.92, -35.94, 45.74
door 93, smart agent 46, 1, 77.92, -35.94, 45.76
exit 5, smart agent 32, 1, 16.45, 34.41, 46.08
door 59, smart agent 50, 1, 71.51, -34.38, 46.18
door 45, smart agent 50, 1, 71.48, -34.38, 46.24
door 37, smart agent 43, 1, 54.15, -27.07, 46.46
door 83, smart agent 43, 1, 54.15, -27.19, 46.60
exit 5, smart agent 35, 1, 16.45, 34.41, 46.68
door 83, smart agent 43, 1, 54.15, -27.19, 46.68
room node 21, smart agent 23, 1, 0.50, 42.20, 47.48
door 44, smart agent 50, 1, 72.77, -35.82, 47.66
door 78, smart agent 50, 1, 72.77, -35.94, 47.82
door 78, smart agent 50, 1, 72.77, -35.94, 47.88
exit 5, smart agent 19, 1, 16.45, 34.41, 47.90
door 47, smart agent 48, 1, 77.91, -35.82, 48.20
door 93, smart agent 48, 1, 77.92, -35.94, 48.38
door 93, smart agent 48, 1, 77.92, -35.94, 48.42
exit 5, smart agent 18, 1, 16.45, 34.41, 48.72
door 46, smart agent 41, 1, 72.97, -1.88, 49.42
exit 4, smart agent 29, 1, 28.47, -1.76, 49.54
door 112, smart agent 41, 1, 72.97, -1.76, 49.54
door 38, smart agent 42, 1, 56.41, -15.32, 49.94
door 73, smart agent 42, 1, 56.53, -15.32, 50.10
door 73, smart agent 42, 1, 56.53, -15.32, 50.16
door 59, smart agent 49, 1, 71.51, -34.38, 50.32
door 45, smart agent 49, 1, 71.48, -34.38, 50.38
exit 4, smart agent 45, 1, 28.47, -1.76, 50.68
door 116, smart agent 41, 1, 74.55, -0.32, 51.20
door 44, smart agent 49, 1, 72.77, -35.82, 51.76
door 78, smart agent 49, 1, 72.77, -35.94, 51.90
door 78, smart agent 49, 1, 72.77, -35.94, 51.98
door 38, smart agent 44, 1, 56.41, -15.32, 52.82
door 47, smart agent 50, 1, 77.91, -35.82, 52.90
door 73, smart agent 44, 1, 56.53, -15.32, 53.00
door 73, smart agent 44, 1, 56.53, -15.32, 53.04
door 93, smart agent 50, 1, 77.92, -35.94, 53.10
door 93, smart agent 50, 1, 77.92, -35.94, 53.12
door 10, smart agent 23, 1, -3.03, 49.50, 53.96
door 7, smart agent 23, 1, -3.15, 49.50, 54.12
door 6, smart agent 22, 1, -4.62, 26.82, 55.16
door 39, smart agent 42, 1, 56.41, -9.32, 55.16
door 58, smart agent 42, 1, 56.53, -9.32, 55.32
door 18, smart agent 22, 1, -4.62, 26.70, 55.32
door 58, smart agent 42, 1, 56.53, -9.32, 55.38
door 6, smart agent 21, 1, -4.62, 26.82, 56.10
door 18, smart agent 21, 1, -4.62, 26.70, 56.26
door 38, smart agent 43, 1, 56.41, -15.32, 56.30
door 73, smart agent 43, 1, 56.53, -15.32, 56.44
door 47, smart agent 49, 1, 77.91, -35.82, 56.98
door 93, smart agent 49, 1, 77.92, -35.94, 57.16
door 93, smart agent 49, 1, 77.92, -35.94, 57.20
door 39, smart agent 44, 1, 56.41, -9.32, 58.00
door 58, smart agent 44, 1, 56.53, -9.32, 58.18
door 58, smart agent 44, 1, 56.53, -9.32, 58.22
room node 41, smart agent 46, 1, 75.80, -19.60, 58.88
intersection node 6, smart agent 22, 1, 0.00, 24.00, 59.50
intersection node 6, smart agent 21, 1, 0.00, 24.00, 60.44
exit 4, smart agent 28, 1, 28.47, -1.76, 60.74
door 39, smart agent 43, 1, 56.41, -9.32, 61.48
room node 41, smart agent 48, 1, 75.80, -19.60, 61.54
door 58, smart agent 43, 1, 56.53, -9.32, 61.64
door 58, smart agent 43, 1, 56.53, -9.32, 61.70
module node 19, smart agent 22, 1, 3.40, 24.00, 62.26
door 42, smart agent 42, 1, 50.47, -1.88, 63.00
door 114, smart agent 42, 1, 50.47, -1.76, 63.14
module node 19, smart agent 21, 1, 3.40, 24.00, 63.22
door 114, smart agent 42, 1, 50.47, -1.76, 63.22
door 42, smart agent 44, 1, 50.47, -1.88, 65.86
door 114, smart agent 44, 1, 50.47, -1.76, 66.00
door 114, smart agent 44, 1, 50.47, -1.76, 66.08
room node 41, smart agent 50, 1, 75.80, -19.60, 66.20
module node 20, smart agent 22, 1, 9.40, 24.00, 67.10
module node 20, smart agent 21, 1, 9.40, 24.00, 68.06
door 42, smart agent 43, 1, 50.47, -1.88, 69.30
door 114, smart agent 43, 1, 50.47, -1.76, 69.46
door 114, smart agent 43, 1, 50.47, -1.76, 69.52
room node 41, smart agent 49, 1, 75.80, -19.60, 70.28
door 8, smart agent 23, 1, -21.03, 37.50, 71.42
door 3, smart agent 23, 1, -21.19, 37.50, 71.56
door 46, smart agent 46, 1, 72.97, -1.88, 73.48
door 112, smart agent 46, 1, 72.97, -1.76, 73.64
door 116, smart agent 46, 1, 74.55, -0.32, 75.28
door 46, smart agent 48, 1, 72.97, -1.88, 76.14
door 112, smart agent 48, 1, 72.97, -1.76, 76.28
door 116, smart agent 48, 1, 74.55, -0.32, 77.96
exit 5, smart agent 22, 1, 16.45, 34.41, 78.90
exit 5, smart agent 21, 1, 16.45, 34.41, 79.86
door 46, smart agent 50, 1, 72.97, -1.88, 80.80
door 112, smart agent 50, 1, 72.97, -1.76, 80.94
door 112, smart agent 50, 1, 72.97, -1.76, 81.02
exit 4, smart agent 42, 1, 28.47, -1.76, 81.22
door 116, smart agent 50, 1, 74.55, -0.32, 82.62
exit 4, smart agent 44, 1, 28.47, -1.76, 84.08
door 46, smart agent 49, 1, 72.97, -1.88, 84.88
door 112, smart agent 49, 1, 72.97, -1.76, 85.02
door 112, smart agent 49, 1, 72.97, -1.76, 85.10
door 116, smart agent 49, 1, 74.55, -0.32, 86.72
door 6, smart agent 23, 1, -4.62, 26.82, 87.40
door 18, smart agent 23, 1, -4.62, 26.70, 87.56
exit 4, smart agent 43, 1, 28.47, -1.76, 87.56
exit 4, smart agent 41, 1, 28.47, -1.76, 88.58
intersection node 6, smart agent 23, 1, 0.00, 24.00, 91.74
module node 19, smart agent 23, 1, 3.40, 24.00, 94.50
module node 20, smart agent 23, 1, 9.40, 24.00, 99.34
exit 5, smart agent 23, 1, 16.45, 34.41, 111.12
exit 4, smart agent 46, 1, 28.47, -1.76, 112.40
exit 4, smart agent 48, 1, 28.47, -1.76, 115.08
exit 4, smart agent 50, 1, 28.47, -1.76, 119.80
exit 4, smart agent 49, 1, 28.47, -1.76, 123.96
