Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
room node 4, smart agent 4, -69.66, 19.50, 0.00
room node 39, smart agent 39, -67.91, 2.46, 0.00
room node 38, smart agent 38, -67.91, -4.54, 0.00
room node 37, smart agent 37, -67.91, -11.54, 0.00
room node 36, smart agent 36, -67.91, -18.54, 0.00
room node 35, smart agent 35, -67.91, -25.54, 0.00
room node 34, smart agent 34, -67.91, 9.46, 0.00
room node 5, smart agent 5, -66.60, -37.78, 0.00
room node 40, smart agent 40, -55.91, -37.04, 0.00
room node 33, smart agent 33, -52.93, 19.96, 0.00
room node 10, smart agent 10, -47.14, -20.74, 0.00
room node 41, smart agent 41, -46.91, -37.04, 0.00
room node 9, smart agent 9, -46.40, 3.10, 0.00
room node 32, smart agent 32, -43.93, 19.96, 0.00
room node 42, smart agent 42, -37.91, -37.04, 0.00
room node 31, smart agent 31, -34.93, 19.96, 0.00
room node 43, smart agent 43, -28.91, -37.04, 0.00
room node 11, smart agent 11, -28.91, -23.54, 0.00
room node 30, smart agent 30, -25.93, 19.96, 0.00
room node 13, smart agent 13, -24.41, -2.54, 0.00
room node 44, smart agent 44, -19.91, -37.04, 0.00
room node 12, smart agent 12, -19.91, -23.54, 0.00
room node 29, smart agent 29, -16.93, 19.96, 0.00
room node 14, smart agent 14, -10.84, -27.76, 0.00
room node 28, smart agent 28, -7.93, 19.96, 0.00
room node 16, smart agent 16, -3.45, 1.96, 0.00
room node 15, smart agent 15, 0.81, -18.04, 0.00
room node 6, smart agent 6, 2.36, -37.10, 0.00
room node 1, smart agent 1, 2.57, 19.96, 0.00
room node 2, smart agent 2, 11.78, 33.55, 0.00
room node 7, smart agent 7, 16.72, -8.19, 0.00
room node 8, smart agent 8, 16.98, -24.86, 0.00
room node 3, smart agent 3, 19.68, 9.14, 0.00
room node 27, smart agent 27, 22.05, 19.96, 0.00
room node 21, smart agent 21, 31.05, 7.96, 0.00
room node 26, smart agent 26, 31.05, 19.96, 0.00
room node 20, smart agent 20, 40.05, 7.96, 0.00
room node 25, smart agent 25, 40.05, 19.96, 0.00
room node 24, smart agent 24, 49.05, 19.96, 0.00
room node 19, smart agent 19, 49.05, 7.96, 0.00
room node 18, smart agent 18, 58.05, 7.96, 0.00
room node 23, smart agent 23, 58.05, 19.96, 0.00
room node 17, smart agent 17, 67.05, 7.96, 0.00
room node 22, smart agent 22, 67.05, 19.96, 0.00
door 99, smart agent 36, -63.47, -17.04, 2.02
door 56, smart agent 36, -63.35, -17.04, 2.02
door 98, smart agent 35, -63.47, -24.04, 2.02
door 57, smart agent 35, -63.35, -24.04, 2.02
door 103, smart agent 40, -58.91, -32.60, 2.02
door 65, smart agent 40, -58.91, -32.48, 2.02
door 68, smart agent 30, -25.93, 15.40, 2.02
door 93, smart agent 30, -25.93, 15.52, 2.02
door 64, smart agent 44, -22.91, -32.48, 2.02
door 109, smart agent 44, -22.91, -32.60, 2.02
door 89, smart agent 27, 25.05, 15.52, 2.02
door 46, smart agent 27, 25.05, 15.40, 2.02
door 83, smart agent 21, 31.05, 12.40, 2.02
door 88, smart agent 26, 31.05, 15.52, 2.02
door 45, smart agent 21, 31.05, 12.52, 2.02
door 44, smart agent 26, 31.05, 15.40, 2.02
door 86, smart agent 24, 49.05, 15.52, 2.02
door 41, smart agent 19, 49.05, 12.52, 2.02
door 40, smart agent 24, 49.05, 15.40, 2.02
door 39, smart agent 18, 58.05, 12.52, 2.02
door 38, smart agent 23, 58.05, 15.40, 2.02
door 80, smart agent 18, 58.05, 12.40, 2.02
door 85, smart agent 23, 58.05, 15.52, 2.02
door 36, smart agent 22, 64.05, 15.40, 2.02
door 84, smart agent 22, 64.05, 15.52, 2.02
door 82, smart agent 20, 40.05, 12.40, 2.12
door 7, smart agent 4, -69.47, 13.96, 2.16
door 101, smart agent 38, -63.47, -3.04, 2.18
door 79, smart agent 17, 64.05, 12.40, 2.20
door 4, smart agent 3, 25.05, 12.40, 2.26
door 2, smart agent 1, -1.93, 15.52, 2.28
door 6, smart agent 5, -61.91, -32.60, 2.40
door 20, smart agent 12, -15.47, -19.04, 2.50
door 19, smart agent 11, -33.35, -28.04, 2.50
door 108, smart agent 43, -31.91, -32.60, 2.54
door 106, smart agent 42, -40.91, -32.60, 2.60
intersection node 4, smart agent 34, -62.50, 14.50, 2.86
exit 1, smart agent 2, 13.05, 42.40, 2.90
door 1, smart agent 28, -3.37, 19.96, 3.00
door 15, smart agent 8, 14.61, -16.04, 3.12
door 14, smart agent 7, 14.61, -10.04, 3.36
door 16, smart agent 9, -52.93, 12.40, 3.58
door 28, smart agent 15, 7.05, -8.60, 4.06
door 33, smart agent 16, 8.49, 4.96, 4.20
door 2, smart agent 1, -1.93, 15.52, 4.32
door 23, smart agent 13, -15.47, -7.04, 4.60
door 12, smart agent 6, 16.09, -32.60, 4.64
intersection node 4, smart agent 39, -62.50, 14.50, 4.86
door 2, smart agent 28, -1.93, 15.52, 5.04
intersection node 3, smart agent 35, -62.10, -30.70, 5.22
intersection node 5, smart agent 17, 72.60, 13.90, 5.22
intersection node 4, smart agent 34, -62.50, 14.50, 5.26
door 17, smart agent 11, -33.47, -28.04, 5.38
intersection node 5, smart agent 22, 72.60, 13.90, 5.40
module node 64, smart agent 5, -70.91, -31.04, 5.44
module node 64, smart agent 40, -70.91, -31.04, 5.60
door 26, smart agent 12, -15.35, -19.04, 5.62
module node 32, smart agent 33, -61.93, 22.96, 6.08
module node 30, smart agent 16, 11.55, 10.96, 6.28
intersection node 3, smart agent 41, -62.10, -30.70, 6.28
intersection node 5, smart agent 18, 72.60, 13.90, 6.56
exit 5, smart agent 6, 20.53, -31.04, 6.66
door 29, smart agent 15, 7.05, -8.48, 7.04
exit 3, smart agent 4, -62.04, 24.40, 7.08
door 27, smart agent 14, 8.49, -28.04, 7.12
intersection node 5, smart agent 23, 72.60, 13.90, 7.18
door 30, smart agent 13, -15.35, -7.04, 7.22
module node 28, smart agent 17, 73.05, 19.96, 7.24
door 17, smart agent 10, -33.47, -28.04, 7.26
module node 32, smart agent 39, -61.93, 22.96, 7.28
module node 28, smart agent 22, 73.05, 19.96, 7.42
exit 4, smart agent 5, -72.35, -31.04, 7.46
exit 4, smart agent 40, -72.35, -31.04, 7.62
module node 32, smart agent 34, -61.93, 22.96, 7.76
module node 64, smart agent 35, -70.91, -31.04, 7.84
exit 3, smart agent 9, -62.04, 24.40, 8.10
exit 3, smart agent 33, -62.04, 24.40, 8.10
intersection node 1, smart agent 16, 12.54, 14.60, 8.30
intersection node 4, smart agent 38, -62.50, 14.50, 8.40
module node 28, smart agent 18, 73.05, 19.96, 8.58
module node 110, smart agent 7, 11.55, -28.04, 8.64
module node 32, smart agent 32, -61.93, 22.96, 8.66
module node 64, smart agent 41, -70.91, -31.04, 8.80
module node 28, smart agent 23, 73.05, 19.96, 9.20
exit 2, smart agent 17, 73.05, 21.40, 9.26
exit 3, smart agent 39, -62.04, 24.40, 9.30
intersection node 4, smart agent 37, -62.50, 14.50, 9.32
exit 2, smart agent 22, 73.05, 21.40, 9.44
door 25, smart agent 12, -15.35, -10.04, 9.54
intersection node 5, smart agent 19, 72.60, 13.90, 9.84
exit 4, smart agent 35, -72.35, -31.04, 9.86
module node 99, smart agent 14, 19.09, -31.04, 9.96
module node 32, smart agent 34, -61.93, 22.96, 10.04
door 22, smart agent 13, -15.47, -10.04, 10.12
intersection node 5, smart agent 24, 72.60, 13.90, 10.20
door 18, smart agent 11, -25.91, -17.60, 10.28
module node 99, smart agent 8, 19.09, -31.04, 10.28
exit 2, smart agent 18, 73.05, 21.40, 10.60
exit 3, smart agent 32, -62.04, 24.40, 10.68
exit 4, smart agent 41, -72.35, -31.04, 10.82
module node 24, smart agent 16, 13.05, 22.96, 10.84
module node 32, smart agent 38, -61.93, 22.96, 10.90
module node 99, smart agent 7, 19.09, -31.04, 11.08
module node 32, smart agent 31, -61.93, 22.96, 11.16
exit 2, smart agent 23, 73.05, 21.40, 11.22
door 22, smart agent 12, -15.47, -10.04, 11.56
door 25, smart agent 12, -15.35, -10.04, 11.56
door 17, smart agent 10, -33.47, -28.04, 11.62
module node 32, smart agent 37, -61.93, 22.96, 11.84
module node 64, smart agent 42, -70.91, -31.04, 11.84
module node 28, smart agent 19, 73.05, 19.96, 11.86
exit 3, smart agent 34, -62.04, 24.40, 12.06
exit 5, smart agent 14, 20.53, -31.04, 12.10
door 22, smart agent 13, -15.47, -10.04, 12.14
door 25, smart agent 13, -15.35, -10.04, 12.14
door 33, smart agent 15, 8.49, 4.96, 12.14
exit 5, smart agent 8, 20.53, -31.04, 12.30
exit 2, smart agent 24, 73.05, 21.40, 12.52
module node 24, smart agent 16, 13.05, 22.96, 12.88
intersection node 2, smart agent 44, 11.50, -30.80, 12.90
exit 3, smart agent 38, -62.04, 24.40, 12.92
exit 5, smart agent 7, 20.53, -31.04, 13.10
intersection node 5, smart agent 20, 72.60, 13.90, 13.14
exit 3, smart agent 31, -62.04, 24.40, 13.18
exit 1, smart agent 27, 13.05, 42.40, 13.30
door 17, smart agent 10, -33.47, -28.04, 13.64
door 19, smart agent 10, -33.35, -28.04, 13.64
room node 2, smart agent 1, 11.78, 33.55, 13.76
exit 1, smart agent 3, 13.05, 42.40, 13.78
exit 4, smart agent 42, -72.35, -31.04, 13.86
exit 3, smart agent 37, -62.04, 24.40, 13.86
exit 2, smart agent 19, 73.05, 21.40, 13.88
door 22, smart agent 11, -15.47, -10.04, 14.30
room node 2, smart agent 28, 11.78, 33.55, 14.36
intersection node 4, smart agent 36, -62.50, 14.50, 14.40
exit 1, smart agent 21, 13.05, 42.40, 14.52
module node 64, smart agent 43, -70.91, -31.04, 14.76
module node 99, smart agent 44, 19.09, -31.04, 15.08
module node 23, smart agent 16, 13.05, 19.96, 15.12
module node 28, smart agent 20, 73.05, 19.96, 15.16
room node 2, smart agent 29, 11.78, 33.55, 15.18
module node 32, smart agent 30, -61.93, 22.96, 15.40
exit 1, smart agent 26, 13.05, 42.40, 15.58
door 17, smart agent 10, -33.47, -28.04, 15.68
door 19, smart agent 10, -33.35, -28.04, 15.68
door 26, smart agent 13, -15.35, -19.04, 15.78
door 24, smart agent 12, -7.91, -8.60, 15.96
exit 1, smart agent 1, 13.05, 42.40, 16.36
exit 4, smart agent 43, -72.35, -31.04, 16.78
exit 1, smart agent 25, 13.05, 42.40, 16.78
module node 32, smart agent 36, -61.93, 22.96, 16.84
exit 1, smart agent 28, 13.05, 42.40, 16.96
exit 5, smart agent 44, 20.53, -31.04, 17.10
exit 2, smart agent 20, 73.05, 21.40, 17.18
exit 3, smart agent 30, -62.04, 24.40, 17.42
exit 1, smart agent 29, 13.05, 42.40, 17.78
door 26, smart agent 11, -15.35, -19.04, 18.10
exit 3, smart agent 36, -62.04, 24.40, 18.86
door 24, smart agent 12, -7.91, -8.60, 19.84
door 26, smart agent 13, -15.35, -19.04, 20.06
door 20, smart agent 11, -15.47, -19.04, 20.12
door 26, smart agent 11, -15.35, -19.04, 20.12
