Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
room node 4, smart agent 4, -69.66, 19.50, 0.00
room node 39, smart agent 39, -67.91, 2.46, 0.00
room node 38, smart agent 38, -67.91, -4.54, 0.00
room node 37, smart agent 37, -67.91, -11.54, 0.00
room node 36, smart agent 36, -67.91, -18.54, 0.00
room node 35, smart agent 35, -67.91, -25.54, 0.00
room node 34, smart agent 34, -67.91, 9.46, 0.00
room node 5, smart agent 5, -66.60, -37.78, 0.00
room node 40, smart agent 40, -55.91, -37.04, 0.00
room node 33, smart agent 33, -52.93, 19.96, 0.00
room node 10, smart agent 10, -47.14, -20.74, 0.00
room node 41, smart agent 41, -46.91, -37.04, 0.00
room node 9, smart agent 9, -46.40, 3.10, 0.00
room node 32, smart agent 32, -43.93, 19.96, 0.00
room node 42, smart agent 42, -37.91, -37.04, 0.00
room node 31, smart agent 31, -34.93, 19.96, 0.00
room node 43, smart agent 43, -28.91, -37.04, 0.00
room node 11, smart agent 11, -28.91, -23.54, 0.00
room node 30, smart agent 30, -25.93, 19.96, 0.00
room node 13, smart agent 13, -24.41, -2.54, 0.00
room node 44, smart agent 44, -19.91, -37.04, 0.00
room node 12, smart agent 12, -19.91, -23.54, 0.00
room node 29, smart agent 29, -16.93, 19.96, 0.00
room node 14, smart agent 14, -10.84, -27.76, 0.00
room node 28, smart agent 28, -7.93, 19.96, 0.00
room node 16, smart agent 16, -3.45, 1.96, 0.00
room node 15, smart agent 15, 0.81, -18.04, 0.00
room node 6, smart agent 6, 2.36, -37.10, 0.00
room node 1, smart agent 1, 2.57, 19.96, 0.00
room node 2, smart agent 2, 11.78, 33.55, 0.00
room node 7, smart agent 7, 16.72, -8.19, 0.00
room node 8, smart agent 8, 16.98, -24.86, 0.00
room node 3, smart agent 3, 19.68, 9.14, 0.00
room node 27, smart agent 27, 22.05, 19.96, 0.00
room node 21, smart agent 21, 31.05, 7.96, 0.00
room node 26, smart agent 26, 31.05, 19.96, 0.00
room node 20, smart agent 20, 40.05, 7.96, 0.00
room node 25, smart agent 25, 40.05, 19.96, 0.00
room node 24, smart agent 24, 49.05, 19.96, 0.00
room node 19, smart agent 19, 49.05, 7.96, 0.00
room node 18, smart agent 18, 58.05, 7.96, 0.00
room node 23, smart agent 23, 58.05, 19.96, 0.00
room node 17, smart agent 17, 67.05, 7.96, 0.00
room node 22, smart agent 22, 67.05, 19.96, 0.00
door 14, smart agent 7, 14.61, -10.04, 1.12
door 5, smart agent 4, -70.91, 15.52, 1.54
door 97, smart agent 33, -52.93, 15.52, 1.64
door 105, smart agent 41, -46.91, -32.60, 1.64
door 96, smart agent 32, -43.93, 15.52, 1.64
door 95, smart agent 31, -34.93, 15.52, 1.64
door 94, smart agent 30, -25.93, 15.52, 1.64
door 93, smart agent 29, -16.93, 15.52, 1.64
door 82, smart agent 19, 49.05, 12.40, 1.66
door 81, smart agent 18, 58.05, 12.40, 1.66
door 86, smart agent 23, 58.05, 15.52, 1.66
door 87, smart agent 24, 49.05, 15.52, 1.66
door 83, smart agent 20, 40.05, 12.40, 1.66
door 88, smart agent 25, 40.05, 15.52, 1.66
door 89, smart agent 26, 31.05, 15.52, 1.66
door 84, smart agent 21, 31.05, 12.40, 1.66
door 92, smart agent 28, -3.49, 19.96, 1.68
door 98, smart agent 34, -63.47, 10.96, 1.70
door 99, smart agent 35, -63.47, -24.04, 1.70
door 100, smart agent 36, -63.47, -17.04, 1.72
door 101, smart agent 37, -63.47, -10.04, 1.72
door 102, smart agent 38, -63.47, -3.04, 1.72
door 103, smart agent 39, -63.47, 3.96, 1.72
door 104, smart agent 40, -58.91, -32.60, 1.88
door 106, smart agent 42, -34.91, -32.60, 1.88
door 108, smart agent 43, -25.91, -32.60, 1.88
door 110, smart agent 44, -22.91, -32.60, 1.90
door 90, smart agent 27, 25.05, 15.52, 1.90
door 85, smart agent 22, 64.05, 15.52, 1.90
door 80, smart agent 17, 64.05, 12.40, 1.90
door 77, smart agent 7, 14.49, -10.04, 1.94
door 19, smart agent 11, -33.35, -28.04, 2.12
door 20, smart agent 12, -15.47, -19.04, 2.12
door 4, smart agent 3, 25.05, 12.40, 2.20
door 6, smart agent 5, -61.91, -32.60, 2.32
door 1, smart agent 1, -3.37, 19.96, 2.32
door 8, smart agent 4, -70.91, 15.40, 2.32
door 51, smart agent 33, -52.93, 15.40, 2.42
door 67, smart agent 32, -43.93, 15.40, 2.42
door 68, smart agent 31, -34.93, 15.40, 2.42
door 69, smart agent 30, -25.93, 15.40, 2.42
door 70, smart agent 29, -16.93, 15.40, 2.42
door 1, smart agent 28, -3.37, 19.96, 2.42
door 41, smart agent 19, 49.05, 12.52, 2.42
door 38, smart agent 23, 58.05, 15.40, 2.44
door 39, smart agent 18, 58.05, 12.52, 2.44
door 42, smart agent 25, 40.05, 15.40, 2.44
door 43, smart agent 20, 40.05, 12.52, 2.44
door 44, smart agent 26, 31.05, 15.40, 2.44
door 45, smart agent 21, 31.05, 12.52, 2.44
door 40, smart agent 24, 49.05, 15.40, 2.46
door 46, smart agent 27, 25.05, 15.40, 2.66
door 36, smart agent 22, 64.05, 15.40, 2.68
door 37, smart agent 17, 64.05, 12.52, 2.72
door 70, smart agent 29, -16.93, 15.40, 2.82
exit 1, smart agent 2, 13.05, 42.40, 2.90
door 17, smart agent 11, -33.47, -28.04, 2.94
door 26, smart agent 12, -15.35, -19.04, 2.94
door 47, smart agent 3, 25.05, 12.52, 3.02
door 92, smart agent 1, -3.49, 19.96, 3.06
door 15, smart agent 8, 14.61, -16.04, 3.10
door 46, smart agent 27, 25.05, 15.40, 3.20
door 23, smart agent 13, -15.47, -7.04, 3.20
door 26, smart agent 14, -15.35, -19.04, 3.24
door 7, smart agent 4, -69.47, 13.96, 3.30
door 31, smart agent 16, -1.93, 12.40, 3.40
module node 34, smart agent 34, -61.93, 16.96, 3.50
door 28, smart agent 15, 7.05, -8.60, 3.58
door 15, smart agent 8, 14.61, -16.04, 3.64
door 40, smart agent 19, 49.05, 15.40, 3.64
door 16, smart agent 9, -52.93, 12.40, 3.66
door 52, smart agent 33, -52.93, 12.52, 3.68
door 16, smart agent 33, -52.93, 12.40, 3.68
door 42, smart agent 20, 40.05, 15.40, 3.80
door 38, smart agent 18, 58.05, 15.40, 3.80
door 44, smart agent 21, 31.05, 15.40, 3.80
door 39, smart agent 23, 58.05, 12.52, 3.84
door 45, smart agent 26, 31.05, 12.52, 3.84
door 43, smart agent 25, 40.05, 12.52, 3.84
door 2, smart agent 28, -1.93, 15.52, 3.84
door 41, smart agent 24, 49.05, 12.52, 3.90
door 36, smart agent 17, 64.05, 15.40, 3.92
door 30, smart agent 13, -15.35, -7.04, 4.00
door 20, smart agent 14, -15.47, -19.04, 4.02
door 46, smart agent 3, 25.05, 15.40, 4.16
door 50, smart agent 16, -1.93, 12.52, 4.16
door 47, smart agent 27, 25.05, 12.52, 4.20
door 78, smart agent 8, 14.49, -16.04, 4.24
door 37, smart agent 22, 64.05, 12.52, 4.26
door 36, smart agent 17, 64.05, 15.40, 4.34
module node 33, smart agent 34, -61.93, 19.96, 4.36
door 20, smart agent 14, -15.47, -19.04, 4.36
door 29, smart agent 15, 7.05, -8.48, 4.40
door 87, smart agent 19, 49.05, 15.52, 4.44
door 52, smart agent 9, -52.93, 12.52, 4.54
door 88, smart agent 20, 40.05, 15.52, 4.58
door 86, smart agent 18, 58.05, 15.52, 4.58
door 89, smart agent 21, 31.05, 15.52, 4.60
door 83, smart agent 25, 40.05, 12.40, 4.60
door 81, smart agent 23, 58.05, 12.40, 4.60
door 84, smart agent 26, 31.05, 12.40, 4.60
door 12, smart agent 6, 16.09, -32.60, 4.62
door 49, smart agent 28, -1.93, 15.40, 4.62
door 36, smart agent 17, 64.05, 15.40, 4.70
door 82, smart agent 24, 49.05, 12.40, 4.70
door 17, smart agent 10, -33.47, -28.04, 4.76
door 20, smart agent 14, -15.47, -19.04, 4.82
door 87, smart agent 19, 49.05, 15.52, 4.92
door 71, smart agent 29, -10.93, 15.40, 4.92
door 90, smart agent 3, 25.05, 15.52, 4.94
door 67, smart agent 31, -43.93, 15.40, 4.96
door 83, smart agent 25, 40.05, 12.40, 5.00
door 81, smart agent 23, 58.05, 12.40, 5.00
door 84, smart agent 26, 31.05, 12.40, 5.00
door 85, smart agent 17, 64.05, 15.52, 5.00
door 88, smart agent 20, 40.05, 15.52, 5.00
door 86, smart agent 18, 58.05, 15.52, 5.00
door 4, smart agent 27, 25.05, 12.40, 5.02
door 89, smart agent 21, 31.05, 15.52, 5.02
door 68, smart agent 30, -34.93, 15.40, 5.04
door 80, smart agent 22, 64.05, 12.40, 5.04
door 82, smart agent 24, 49.05, 12.40, 5.10
door 12, smart agent 6, 16.09, -32.60, 5.14
door 51, smart agent 32, -52.93, 15.40, 5.18
module node 32, smart agent 34, -61.93, 22.96, 5.22
door 20, smart agent 14, -15.47, -19.04, 5.28
door 83, smart agent 25, 40.05, 12.40, 5.30
door 81, smart agent 23, 58.05, 12.40, 5.30
door 84, smart agent 26, 31.05, 12.40, 5.32
door 80, smart agent 22, 64.05, 12.40, 5.40
door 90, smart agent 3, 25.05, 15.52, 5.42
door 49, smart agent 16, -1.93, 15.40, 5.44
door 82, smart agent 24, 49.05, 12.40, 5.48
door 88, smart agent 20, 40.05, 15.52, 5.52
door 86, smart agent 18, 58.05, 15.52, 5.52
module node 34, smart agent 39, -61.93, 16.96, 5.52
door 89, smart agent 21, 31.05, 15.52, 5.56
module node 64, smart agent 5, -70.91, -31.04, 5.56
door 19, smart agent 10, -33.35, -28.04, 5.58
door 85, smart agent 17, 64.05, 15.52, 5.60
door 71, smart agent 29, -10.93, 15.40, 5.60
door 68, smart agent 30, -34.93, 15.40, 5.64
door 80, smart agent 22, 64.05, 12.40, 5.66
door 51, smart agent 9, -52.93, 15.40, 5.66
exit 2, smart agent 34, -62.04, 24.40, 5.68
door 43, smart agent 25, 40.05, 12.52, 5.70
module node 64, smart agent 40, -70.91, -31.04, 5.70
door 39, smart agent 23, 58.05, 12.52, 5.70
door 67, smart agent 31, -43.93, 15.40, 5.72
door 41, smart agent 24, 49.05, 12.52, 5.72
door 51, smart agent 32, -52.93, 15.40, 5.84
door 50, smart agent 28, -1.93, 12.52, 5.86
door 95, smart agent 30, -34.93, 15.52, 5.96
door 85, smart agent 17, 64.05, 15.52, 6.02
exit 3, smart agent 5, -72.35, -31.04, 6.04
door 91, smart agent 29, -10.93, 15.52, 6.06
door 51, smart agent 9, -52.93, 15.40, 6.14
door 91, smart agent 1, -10.93, 15.52, 6.14
module node 104, smart agent 8, 11.55, -22.04, 6.20
exit 3, smart agent 40, -72.35, -31.04, 6.20
door 2, smart agent 16, -1.93, 15.52, 6.22
module node 33, smart agent 39, -61.93, 19.96, 6.38
door 51, smart agent 9, -52.93, 15.40, 6.42
door 25, smart agent 12, -15.35, -10.04, 6.42
door 97, smart agent 32, -52.93, 15.52, 6.44
door 96, smart agent 31, -43.93, 15.52, 6.56
module node 99, smart agent 6, 19.09, -31.04, 6.58
door 31, smart agent 28, -1.93, 12.40, 6.66
door 95, smart agent 30, -34.93, 15.52, 6.72
door 32, smart agent 13, -7.91, -8.48, 6.84
door 96, smart agent 31, -43.93, 15.52, 6.88
door 71, smart agent 1, -10.93, 15.40, 6.98
door 97, smart agent 32, -52.93, 15.52, 7.02
door 25, smart agent 12, -15.35, -10.04, 7.02
exit 4, smart agent 6, 20.53, -31.04, 7.04
door 95, smart agent 30, -34.93, 15.52, 7.18
module node 32, smart agent 39, -61.93, 22.96, 7.24
door 97, smart agent 9, -52.93, 15.52, 7.26
door 47, smart agent 26, 25.05, 12.52, 7.34
exit 2, smart agent 4, -62.04, 24.40, 7.54
module node 34, smart agent 38, -61.93, 16.96, 7.56
door 24, smart agent 13, -7.91, -8.60, 7.58
door 97, smart agent 9, -52.93, 15.52, 7.60
door 22, smart agent 12, -15.47, -10.04, 7.62
