Agent Name, Door Name, Position-X, Position-Z, Time (Seconds)
smart agent 4, door 1, 24.49-X, 3.03-Z, 1.6 seconds
smart agent 2, door 1, 24.49-X, 3.03-Z, 22.84 seconds
smart agent 1, door 1, 24.49-X, 3.03-Z, 29.12 seconds
smart agent 5, door 1, 24.49-X, 3.03-Z, 42.24 seconds
smart agent 3, door 1, 24.49-X, 3.03-Z, 52.16 seconds
