Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 20, smart agent 1, -0.94, -13.56, 0.00
intersection node 3, smart agent 4, -9.94, -4.56, 0.00
module node 16, smart agent 3, -0.94, 7.44, 0.00
module node 18, smart agent 5, -12.94, 7.44, 0.68
module node 18, smart agent 5, -12.94, 7.44, 0.90
module node 18, smart agent 5, -12.94, 7.44, 1.12
module node 12, smart agent 4, -6.94, -4.56, 1.22
module node 18, smart agent 5, -12.94, 7.44, 1.34
module node 6, smart agent 1, -0.94, -10.56, 1.36
module node 2, smart agent 3, -0.94, 4.44, 1.36
module node 18, smart agent 5, -12.94, 7.44, 1.56
module node 18, smart agent 5, -12.94, 7.44, 1.78
door 1, smart agent 3, -0.94, 3.00, 1.82
module node 18, smart agent 5, -12.94, 7.44, 2.00
intersection node 4, smart agent 4, -3.94, -4.56, 2.08
intersection node 4, smart agent 4, -3.94, -4.56, 2.30
module node 1, smart agent 3, -0.94, 1.44, 2.48
intersection node 4, smart agent 4, -3.94, -4.56, 2.52
intersection node 4, smart agent 4, -3.94, -4.56, 2.74
intersection node 3, smart agent 2, -9.94, -4.56, 2.92
exit 1, smart agent 3, -0.94, 0.00, 2.96
intersection node 4, smart agent 4, -3.94, -4.56, 2.96
intersection node 3, smart agent 2, -9.94, -4.56, 3.14
intersection node 4, smart agent 4, -3.94, -4.56, 3.18
intersection node 4, smart agent 1, -3.94, -4.56, 3.32
intersection node 3, smart agent 2, -9.94, -4.56, 3.36
intersection node 4, smart agent 4, -3.94, -4.56, 3.40
intersection node 4, smart agent 1, -3.94, -4.56, 3.54
intersection node 3, smart agent 2, -9.94, -4.56, 3.58
intersection node 4, smart agent 4, -3.94, -4.56, 3.62
intersection node 4, smart agent 1, -3.94, -4.56, 3.76
intersection node 3, smart agent 2, -9.94, -4.56, 3.80
module node 10, smart agent 5, -9.94, 4.44, 3.84
intersection node 4, smart agent 1, -3.94, -4.56, 3.98
intersection node 3, smart agent 2, -9.94, -4.56, 4.02
intersection node 4, smart agent 1, -3.94, -4.56, 4.20
intersection node 4, smart agent 1, -3.94, -4.56, 4.42
intersection node 1, smart agent 5, -9.94, 1.44, 4.70
module node 14, smart agent 4, -3.94, -1.56, 4.84
intersection node 1, smart agent 5, -9.94, 1.44, 4.92
intersection node 1, smart agent 5, -9.94, 1.44, 5.14
module node 12, smart agent 2, -6.94, -4.56, 5.20
intersection node 1, smart agent 5, -9.94, 1.44, 5.36
intersection node 1, smart agent 5, -9.94, 1.44, 5.58
module node 12, smart agent 1, -6.94, -4.56, 5.60
intersection node 2, smart agent 4, -3.94, 1.44, 5.70
intersection node 1, smart agent 5, -9.94, 1.44, 5.80
intersection node 2, smart agent 4, -3.94, 1.44, 5.92
intersection node 1, smart agent 5, -9.94, 1.44, 6.02
intersection node 4, smart agent 2, -3.94, -4.56, 6.08
intersection node 2, smart agent 4, -3.94, 1.44, 6.14
intersection node 4, smart agent 2, -3.94, -4.56, 6.30
intersection node 2, smart agent 4, -3.94, 1.44, 6.36
intersection node 3, smart agent 1, -9.94, -4.56, 6.46
intersection node 4, smart agent 2, -3.94, -4.56, 6.52
intersection node 2, smart agent 4, -3.94, 1.44, 6.58
